spec_id,domain,model,estimate,ci_low,ci_high,estimable_years
g05_area_scaled_o00,full_kelp_domain,current_only,0.15485638663238097,0.11939193922089537,0.1956338543467905,20
g05_area_scaled_o00,full_kelp_domain,current_plus_trajectory,0.1939673214272818,0.163216614282883,0.23359441583351281,20
g05_area_scaled_o00,oisst_matched_domain,current_only,0.15297377049503907,0.11543232928940504,0.1961934236931337,20
g05_area_scaled_o00,oisst_matched_domain,current_plus_trajectory,0.19092350908951483,0.15938154550415418,0.2332778096307561,20
g05_area_scaled_o00,oisst_matched_domain,trajectory_plus_oisst,0.1738955493418151,0.148013006802238,0.20638358307238852,20
g05_area_scaled_ox50,full_kelp_domain,current_only,0.15450411059470484,0.12497909384645493,0.18419601123541499,20
g05_area_scaled_ox50,full_kelp_domain,current_plus_trajectory,0.1873178441430679,0.15774394286256857,0.22553333832281866,20
g05_area_scaled_ox50,oisst_matched_domain,current_only,0.1494967480863758,0.11858918647441101,0.18044470588506736,20
g05_area_scaled_ox50,oisst_matched_domain,current_plus_trajectory,0.18006356999965578,0.1512740421346314,0.21634661608626232,20
g05_area_scaled_ox50,oisst_matched_domain,trajectory_plus_oisst,0.16425762666363578,0.14310288370775626,0.18602893343301818,20
g05_area_scaled_oxy50,full_kelp_domain,current_only,0.1636053333943962,0.12930737859338198,0.19928487524729416,20
g05_area_scaled_oxy50,full_kelp_domain,current_plus_trajectory,0.19680377342490238,0.16369466621497936,0.23376439317509404,20
g05_area_scaled_oxy50,oisst_matched_domain,current_only,0.15944005143333584,0.12419868489841515,0.19698827655539303,20
g05_area_scaled_oxy50,oisst_matched_domain,current_plus_trajectory,0.19094504874656754,0.15754414954083376,0.22903582271221115,20
g05_area_scaled_oxy50,oisst_matched_domain,trajectory_plus_oisst,0.17583594417029097,0.14811041938181743,0.2043692194138591,20
g05_area_scaled_oy50,full_kelp_domain,current_only,0.15771409088943317,0.12115468707695018,0.198958546275489,20
g05_area_scaled_oy50,full_kelp_domain,current_plus_trajectory,0.19398925789326255,0.15978116074362494,0.23528142262057966,20
g05_area_scaled_oy50,oisst_matched_domain,current_only,0.15609784593687598,0.11819311549802837,0.19874858670817105,20
g05_area_scaled_oy50,oisst_matched_domain,current_plus_trajectory,0.19092734082779675,0.15748511901914686,0.23337365713453648,20
g05_area_scaled_oy50,oisst_matched_domain,trajectory_plus_oisst,0.1750263225783772,0.1451058206410759,0.20771867441452652,20
g05_fixed_500_o00,full_kelp_domain,current_only,0.17441252740196705,0.12912427276135593,0.22576024951911805,20
g05_fixed_500_o00,full_kelp_domain,current_plus_trajectory,0.1977094316817725,0.15301546016950157,0.2538636141919753,20
g05_fixed_500_o00,oisst_matched_domain,current_only,0.17441252740196705,0.12912427276135593,0.22576024951911805,20
g05_fixed_500_o00,oisst_matched_domain,current_plus_trajectory,0.1977094316817725,0.15301546016950157,0.2538636141919753,20
g05_fixed_500_o00,oisst_matched_domain,trajectory_plus_oisst,0.17879967829833132,0.14373032029465205,0.22026152384289036,20
g05_fixed_500_ox50,full_kelp_domain,current_only,0.17940980641150972,0.15046315695467471,0.21500615229121012,20
g05_fixed_500_ox50,full_kelp_domain,current_plus_trajectory,0.1977369660382034,0.16625816561557136,0.24397818696817813,20
g05_fixed_500_ox50,oisst_matched_domain,current_only,0.17940980641150972,0.15046315695467471,0.21500615229121012,20
g05_fixed_500_ox50,oisst_matched_domain,current_plus_trajectory,0.1977369660382034,0.16625816561557136,0.24397818696817813,20
g05_fixed_500_ox50,oisst_matched_domain,trajectory_plus_oisst,0.18187835765177712,0.15039762604607604,0.2193709042778158,20
g05_fixed_500_oxy50,full_kelp_domain,current_only,0.17125526814301933,0.13072272857055556,0.21781044931172985,20
g05_fixed_500_oxy50,full_kelp_domain,current_plus_trajectory,0.1972929109214508,0.15893059535321277,0.24918392208829623,20
g05_fixed_500_oxy50,oisst_matched_domain,current_only,0.17125526814301933,0.13072272857055556,0.21781044931172985,20
g05_fixed_500_oxy50,oisst_matched_domain,current_plus_trajectory,0.1972929109214508,0.15893059535321277,0.24918392208829623,20
g05_fixed_500_oxy50,oisst_matched_domain,trajectory_plus_oisst,0.17671433041976586,0.14292936904475934,0.21463059695759304,20
g05_fixed_500_oy50,full_kelp_domain,current_only,0.16813162698015016,0.1244973254774683,0.22073074255663921,20
g05_fixed_500_oy50,full_kelp_domain,current_plus_trajectory,0.18837086216821913,0.15378605321734068,0.2334571348982798,20
g05_fixed_500_oy50,oisst_matched_domain,current_only,0.16813162698015016,0.1244973254774683,0.22073074255663921,20
g05_fixed_500_oy50,oisst_matched_domain,current_plus_trajectory,0.18837086216821913,0.15378605321734068,0.2334571348982798,20
g05_fixed_500_oy50,oisst_matched_domain,trajectory_plus_oisst,0.1708907415872287,0.1378706398419784,0.2119808098162784,20
g10_area_scaled_o00,full_kelp_domain,current_only,0.17643625413190192,0.14216127446881988,0.21985311379899972,20
g10_area_scaled_o00,full_kelp_domain,current_plus_trajectory,0.1999351931123563,0.16734009947418957,0.2440217633794451,20
g10_area_scaled_o00,oisst_matched_domain,current_only,0.17643625413190192,0.14216127446881988,0.21985311379899972,20
g10_area_scaled_o00,oisst_matched_domain,current_plus_trajectory,0.1999351931123563,0.16734009947418957,0.2440217633794451,20
g10_area_scaled_o00,oisst_matched_domain,trajectory_plus_oisst,0.18133430506890177,0.15202683645105106,0.21853356438492907,20
g10_area_scaled_ox50,full_kelp_domain,current_only,0.20530945349257196,0.16723218958856761,0.2588398156026585,20
g10_area_scaled_ox50,full_kelp_domain,current_plus_trajectory,0.2232259263311581,0.18743344414097962,0.276052586619568,20
g10_area_scaled_ox50,oisst_matched_domain,current_only,0.20302511363798087,0.16256451701186245,0.2569145454218491,20
g10_area_scaled_ox50,oisst_matched_domain,current_plus_trajectory,0.21958926059280218,0.18278313120747963,0.27237516489638547,20
g10_area_scaled_ox50,oisst_matched_domain,trajectory_plus_oisst,0.20014338057615574,0.17071720566716106,0.24137723650783807,20
g10_area_scaled_oxy50,full_kelp_domain,current_only,0.1992725510927557,0.16241342616174118,0.24460338751537838,20
g10_area_scaled_oxy50,full_kelp_domain,current_plus_trajectory,0.2170556182468371,0.18123154458484264,0.2648614569659298,20
g10_area_scaled_oxy50,oisst_matched_domain,current_only,0.19684854675355049,0.1598308046987955,0.24238007575459314,20
g10_area_scaled_oxy50,oisst_matched_domain,current_plus_trajectory,0.21518474038086635,0.1788089670176525,0.2641013306432579,20
g10_area_scaled_oxy50,oisst_matched_domain,trajectory_plus_oisst,0.198893774031416,0.17069815549519787,0.23254584828763386,20
g10_area_scaled_oy50,full_kelp_domain,current_only,0.17350576583006386,0.13714088454794476,0.22234630773495553,20
g10_area_scaled_oy50,full_kelp_domain,current_plus_trajectory,0.19402926962149952,0.16119379399437853,0.24014327810452768,20
g10_area_scaled_oy50,oisst_matched_domain,current_only,0.1702949497122,0.13247633518971536,0.2208888569970991,20
g10_area_scaled_oy50,oisst_matched_domain,current_plus_trajectory,0.1899409024264545,0.1561087475337267,0.2361619010050161,20
g10_area_scaled_oy50,oisst_matched_domain,trajectory_plus_oisst,0.1749309442911755,0.14360020600664605,0.21816037943289393,20
g20_area_scaled_o00,full_kelp_domain,current_only,0.20256897054673778,0.15511684611039583,0.263980585203976,20
g20_area_scaled_o00,full_kelp_domain,current_plus_trajectory,0.2046365950357934,0.17128042979171887,0.25110183707545763,20
g20_area_scaled_o00,oisst_matched_domain,current_only,0.20256897054673778,0.15511684611039583,0.263980585203976,20
g20_area_scaled_o00,oisst_matched_domain,current_plus_trajectory,0.2046365950357934,0.17128042979171887,0.25110183707545763,20
g20_area_scaled_o00,oisst_matched_domain,trajectory_plus_oisst,0.18749025686200227,0.15011494548333312,0.2346295873982772,20
g20_area_scaled_ox50,full_kelp_domain,current_only,0.2224219218910939,0.18035742799602883,0.27678783944828633,20
g20_area_scaled_ox50,full_kelp_domain,current_plus_trajectory,0.2397218632389682,0.1992970538069167,0.29431612379787453,20
g20_area_scaled_ox50,oisst_matched_domain,current_only,0.2224219218910939,0.18035742799602883,0.27678783944828633,20
g20_area_scaled_ox50,oisst_matched_domain,current_plus_trajectory,0.2397218632389682,0.1992970538069167,0.29431612379787453,20
g20_area_scaled_ox50,oisst_matched_domain,trajectory_plus_oisst,0.2302620740262015,0.1826220312114658,0.29216031308072715,20
g20_area_scaled_oxy50,full_kelp_domain,current_only,0.2013991877715744,0.1579572824571026,0.2606423932271773,20
g20_area_scaled_oxy50,full_kelp_domain,current_plus_trajectory,0.23886872741790782,0.19498770547369906,0.30694941986431035,20
g20_area_scaled_oxy50,oisst_matched_domain,current_only,0.2013991877715744,0.1579572824571026,0.2606423932271773,20
g20_area_scaled_oxy50,oisst_matched_domain,current_plus_trajectory,0.23886872741790782,0.19498770547369906,0.30694941986431035,20
g20_area_scaled_oxy50,oisst_matched_domain,trajectory_plus_oisst,0.2094506604426404,0.16888585847671372,0.26803889232279554,20
g20_area_scaled_oy50,full_kelp_domain,current_only,0.205147228760085,0.15664621126071976,0.27057577045914544,20
g20_area_scaled_oy50,full_kelp_domain,current_plus_trajectory,0.23189472938687147,0.1821819006680778,0.30568400780166793,20
g20_area_scaled_oy50,oisst_matched_domain,current_only,0.205147228760085,0.15664621126071976,0.27057577045914544,20
g20_area_scaled_oy50,oisst_matched_domain,current_plus_trajectory,0.23189472938687147,0.1821819006680778,0.30568400780166793,20
g20_area_scaled_oy50,oisst_matched_domain,trajectory_plus_oisst,0.2081218593775202,0.1629630284530831,0.27452541259588953,20
g20_fixed_500_o00,full_kelp_domain,current_only,0.20461474233110688,0.17941151406500833,0.24236178002775718,20
g20_fixed_500_o00,full_kelp_domain,current_plus_trajectory,0.21770222010020582,0.18603373466615983,0.26354704780296256,20
g20_fixed_500_o00,oisst_matched_domain,current_only,0.20231524775602222,0.17291031653317204,0.24140249258887234,20
g20_fixed_500_o00,oisst_matched_domain,current_plus_trajectory,0.21226188634687976,0.1817657215182979,0.2560126791222668,20
g20_fixed_500_o00,oisst_matched_domain,trajectory_plus_oisst,0.19395548529261025,0.16999834178329087,0.22358722637142323,20
g20_fixed_500_ox50,full_kelp_domain,current_only,0.2106626025194806,0.16977974950907262,0.2547351957921203,20
g20_fixed_500_ox50,full_kelp_domain,current_plus_trajectory,0.2245095142929548,0.19049353634109212,0.25869447126758416,20
g20_fixed_500_ox50,oisst_matched_domain,current_only,0.2106626025194806,0.16977974950907262,0.2547351957921203,20
g20_fixed_500_ox50,oisst_matched_domain,current_plus_trajectory,0.2245095142929548,0.19049353634109212,0.25869447126758416,20
g20_fixed_500_ox50,oisst_matched_domain,trajectory_plus_oisst,0.21174467023715687,0.1733319178192702,0.250280336038949,20
g20_fixed_500_oxy50,full_kelp_domain,current_only,0.1952236895504907,0.15789525857674652,0.24064659272208194,20
g20_fixed_500_oxy50,full_kelp_domain,current_plus_trajectory,0.22177487222680634,0.18325335459617476,0.27006682101335827,20
g20_fixed_500_oxy50,oisst_matched_domain,current_only,0.19074359572216182,0.15052014147897125,0.23775052936560498,20
g20_fixed_500_oxy50,oisst_matched_domain,current_plus_trajectory,0.21663770781607172,0.17862718329176272,0.2654519907969515,20
g20_fixed_500_oxy50,oisst_matched_domain,trajectory_plus_oisst,0.19208965298673025,0.15600990897601316,0.2294321931925198,20
g20_fixed_500_oy50,full_kelp_domain,current_only,0.19806812083574374,0.14164087462485936,0.27034428483731204,20
g20_fixed_500_oy50,full_kelp_domain,current_plus_trajectory,0.22186689369260174,0.16824136405706158,0.29462369407391886,20
g20_fixed_500_oy50,oisst_matched_domain,current_only,0.19375648640767595,0.1363958605056391,0.2692127930908751,20
g20_fixed_500_oy50,oisst_matched_domain,current_plus_trajectory,0.21655985418461418,0.16045068890354705,0.29190905073178913,20
g20_fixed_500_oy50,oisst_matched_domain,trajectory_plus_oisst,0.18981169265025666,0.14620567123276051,0.24821431988060735,20
