route,year,band_id,status,cache_path,source_url,bytes,elapsed_seconds,date
erddap_band_subset,1986,1,cached,data/external/noaa/cache/crw5km_daily_q1_v1/erddap/crw_q1_1986_band_01.csv,https://pae-paha.pacioos.hawaii.edu/erddap/griddap/dhw_5km.nc?CRW_SST[(1986-01-01T12:00:00Z):1:(1986-03-31T12:00:00Z)][(29.975):1:(27.225)][(-115.825):1:(-114.475)],80431,0.0,
erddap_band_subset,1986,2,cached,data/external/noaa/cache/crw5km_daily_q1_v1/erddap/crw_q1_1986_band_02.csv,https://pae-paha.pacioos.hawaii.edu/erddap/griddap/dhw_5km.nc?CRW_SST[(1986-01-01T12:00:00Z):1:(1986-03-31T12:00:00Z)][(32.975):1:(30.125)][(-118.625):1:(-115.825)],166809,0.0,
erddap_band_subset,1986,3,cached,data/external/noaa/cache/crw5km_daily_q1_v1/erddap/crw_q1_1986_band_03.csv,https://pae-paha.pacioos.hawaii.edu/erddap/griddap/dhw_5km.nc?CRW_SST[(1986-01-01T12:00:00Z):1:(1986-03-31T12:00:00Z)][(35.975):1:(33.075)][(-121.525):1:(-117.325)],278716,0.0,
erddap_band_subset,1986,4,cached,data/external/noaa/cache/crw5km_daily_q1_v1/erddap/crw_q1_1986_band_04.csv,https://pae-paha.pacioos.hawaii.edu/erddap/griddap/dhw_5km.nc?CRW_SST[(1986-01-01T12:00:00Z):1:(1986-03-31T12:00:00Z)][(38.975):1:(36.025)][(-123.675):1:(-121.625)],99041,0.0,
erddap_band_subset,1986,5,cached,data/external/noaa/cache/crw5km_daily_q1_v1/erddap/crw_q1_1986_band_05.csv,https://pae-paha.pacioos.hawaii.edu/erddap/griddap/dhw_5km.nc?CRW_SST[(1986-01-01T12:00:00Z):1:(1986-03-31T12:00:00Z)][(39.475):1:(39.075)][(-123.825):1:(-123.725)],26774,0.0,
erddap_band_subset,1986,6,cached,data/external/noaa/cache/crw5km_daily_q1_v1/erddap/crw_q1_1986_band_06.csv,https://pae-paha.pacioos.hawaii.edu/erddap/griddap/dhw_5km.nc?CRW_SST[(1986-01-01T12:00:00Z):1:(1986-03-31T12:00:00Z)][(42.775):1:(42.275)][(-124.625):1:(-124.425)],22244,0.0,
erddap_band_subset,1986,7,cached,data/external/noaa/cache/crw5km_daily_q1_v1/erddap/crw_q1_1986_band_07.csv,https://pae-paha.pacioos.hawaii.edu/erddap/griddap/dhw_5km.nc?CRW_SST[(1986-01-01T12:00:00Z):1:(1986-03-31T12:00:00Z)][(47.875):1:(47.875)][(-124.575):1:(-124.575)],4506,0.0,
erddap_band_subset,1986,8,cached,data/external/noaa/cache/crw5km_daily_q1_v1/erddap/crw_q1_1986_band_08.csv,https://pae-paha.pacioos.hawaii.edu/erddap/griddap/dhw_5km.nc?CRW_SST[(1986-01-01T12:00:00Z):1:(1986-03-31T12:00:00Z)][(48.375):1:(48.125)][(-124.725):1:(-123.575)],56829,0.0,
erddap_band_subset,1987,1,cached,data/external/noaa/cache/crw5km_daily_q1_v1/erddap/crw_q1_1987_band_01.csv,https://pae-paha.pacioos.hawaii.edu/erddap/griddap/dhw_5km.nc?CRW_SST[(1987-01-01T12:00:00Z):1:(1987-03-31T12:00:00Z)][(29.975):1:(27.225)][(-115.825):1:(-114.475)],80543,0.0,
erddap_band_subset,1987,2,cached,data/external/noaa/cache/crw5km_daily_q1_v1/erddap/crw_q1_1987_band_02.csv,https://pae-paha.pacioos.hawaii.edu/erddap/griddap/dhw_5km.nc?CRW_SST[(1987-01-01T12:00:00Z):1:(1987-03-31T12:00:00Z)][(32.975):1:(30.125)][(-118.625):1:(-115.825)],166463,0.0,
erddap_band_subset,1987,3,cached,data/external/noaa/cache/crw5km_daily_q1_v1/erddap/crw_q1_1987_band_03.csv,https://pae-paha.pacioos.hawaii.edu/erddap/griddap/dhw_5km.nc?CRW_SST[(1987-01-01T12:00:00Z):1:(1987-03-31T12:00:00Z)][(35.975):1:(33.075)][(-121.525):1:(-117.325)],279385,0.0,
erddap_band_subset,1987,4,cached,data/external/noaa/cache/crw5km_daily_q1_v1/erddap/crw_q1_1987_band_04.csv,https://pae-paha.pacioos.hawaii.edu/erddap/griddap/dhw_5km.nc?CRW_SST[(1987-01-01T12:00:00Z):1:(1987-03-31T12:00:00Z)][(38.975):1:(36.025)][(-123.675):1:(-121.625)],98212,0.0,
erddap_band_subset,1987,5,cached,data/external/noaa/cache/crw5km_daily_q1_v1/erddap/crw_q1_1987_band_05.csv,https://pae-paha.pacioos.hawaii.edu/erddap/griddap/dhw_5km.nc?CRW_SST[(1987-01-01T12:00:00Z):1:(1987-03-31T12:00:00Z)][(39.475):1:(39.075)][(-123.825):1:(-123.725)],26884,0.0,
erddap_band_subset,1987,6,cached,data/external/noaa/cache/crw5km_daily_q1_v1/erddap/crw_q1_1987_band_06.csv,https://pae-paha.pacioos.hawaii.edu/erddap/griddap/dhw_5km.nc?CRW_SST[(1987-01-01T12:00:00Z):1:(1987-03-31T12:00:00Z)][(42.775):1:(42.275)][(-124.625):1:(-124.425)],22202,0.0,
erddap_band_subset,1987,7,cached,data/external/noaa/cache/crw5km_daily_q1_v1/erddap/crw_q1_1987_band_07.csv,https://pae-paha.pacioos.hawaii.edu/erddap/griddap/dhw_5km.nc?CRW_SST[(1987-01-01T12:00:00Z):1:(1987-03-31T12:00:00Z)][(47.875):1:(47.875)][(-124.575):1:(-124.575)],4384,0.0,
erddap_band_subset,1987,8,cached,data/external/noaa/cache/crw5km_daily_q1_v1/erddap/crw_q1_1987_band_08.csv,https://pae-paha.pacioos.hawaii.edu/erddap/griddap/dhw_5km.nc?CRW_SST[(1987-01-01T12:00:00Z):1:(1987-03-31T12:00:00Z)][(48.375):1:(48.125)][(-124.725):1:(-123.575)],56831,0.0,
erddap_band_subset,1988,1,cached,data/external/noaa/cache/crw5km_daily_q1_v1/erddap/crw_q1_1988_band_01.csv,https://pae-paha.pacioos.hawaii.edu/erddap/griddap/dhw_5km.nc?CRW_SST[(1988-01-01T12:00:00Z):1:(1988-03-31T12:00:00Z)][(29.975):1:(27.225)][(-115.825):1:(-114.475)],81311,0.0,
erddap_band_subset,1988,2,cached,data/external/noaa/cache/crw5km_daily_q1_v1/erddap/crw_q1_1988_band_02.csv,https://pae-paha.pacioos.hawaii.edu/erddap/griddap/dhw_5km.nc?CRW_SST[(1988-01-01T12:00:00Z):1:(1988-03-31T12:00:00Z)][(32.975):1:(30.125)][(-118.625):1:(-115.825)],168277,0.0,
erddap_band_subset,1988,3,cached,data/external/noaa/cache/crw5km_daily_q1_v1/erddap/crw_q1_1988_band_03.csv,https://pae-paha.pacioos.hawaii.edu/erddap/griddap/dhw_5km.nc?CRW_SST[(1988-01-01T12:00:00Z):1:(1988-03-31T12:00:00Z)][(35.975):1:(33.075)][(-121.525):1:(-117.325)],281538,0.0,
erddap_band_subset,1988,4,cached,data/external/noaa/cache/crw5km_daily_q1_v1/erddap/crw_q1_1988_band_04.csv,https://pae-paha.pacioos.hawaii.edu/erddap/griddap/dhw_5km.nc?CRW_SST[(1988-01-01T12:00:00Z):1:(1988-03-31T12:00:00Z)][(38.975):1:(36.025)][(-123.675):1:(-121.625)],99434,0.0,
erddap_band_subset,1988,5,cached,data/external/noaa/cache/crw5km_daily_q1_v1/erddap/crw_q1_1988_band_05.csv,https://pae-paha.pacioos.hawaii.edu/erddap/griddap/dhw_5km.nc?CRW_SST[(1988-01-01T12:00:00Z):1:(1988-03-31T12:00:00Z)][(39.475):1:(39.075)][(-123.825):1:(-123.725)],27044,0.0,
erddap_band_subset,1988,6,cached,data/external/noaa/cache/crw5km_daily_q1_v1/erddap/crw_q1_1988_band_06.csv,https://pae-paha.pacioos.hawaii.edu/erddap/griddap/dhw_5km.nc?CRW_SST[(1988-01-01T12:00:00Z):1:(1988-03-31T12:00:00Z)][(42.775):1:(42.275)][(-124.625):1:(-124.425)],22152,0.0,
