context,site_id,year,zone,transect_key,raw_rows,spores_min,spores_max,spores_disagree
giant_central_southwest,BUTTERFLY_UC UCSC,2006,INNER,2,2,8617.818519,8617.818519,False
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2004,INNER,1,2,326.3362598,446.4932958,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2004,INNER,2,2,326.3362598,446.4932958,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2004,OUTER,1,2,326.3362598,446.4932958,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2004,OUTER,2,2,326.3362598,446.4932958,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2005,INNER,1,2,339.5325385,398.1700356,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2005,INNER,2,2,339.5325385,398.1700356,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2005,OUTER,1,2,339.5325385,398.1700356,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2005,OUTER,2,2,339.5325385,398.1700356,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2006,INNER,1,2,452.7889578,541.1514782,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2006,INNER,2,2,452.7889578,541.1514782,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2006,OUTER,1,2,452.7889578,541.1514782,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2006,OUTER,2,2,452.7889578,541.1514782,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2007,INNER,1,2,435.1234362,514.8271887,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2007,INNER,2,2,435.1234362,514.8271887,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2007,OUTER,1,2,435.1234362,514.8271887,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2007,OUTER,2,2,435.1234362,514.8271887,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2008,INNER,1,2,270.8337055,294.0395993,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2008,INNER,2,2,270.8337055,294.0395993,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2008,OUTER,1,2,270.8337055,294.0395993,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2008,OUTER,2,2,270.8337055,294.0395993,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2009,INNER,1,2,446.6386477,745.9159782,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2009,INNER,2,2,446.6386477,745.9159782,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2009,OUTER,1,2,446.6386477,745.9159782,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2009,OUTER,2,2,446.6386477,745.9159782,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2010,INNER,1,2,428.6473805,716.0134402,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2010,INNER,2,2,428.6473805,716.0134402,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2010,OUTER,1,2,428.6473805,716.0134402,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2010,OUTER,2,2,428.6473805,716.0134402,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2011,INNER,1,2,447.5837983,700.6137376,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2011,INNER,2,2,447.5837983,700.6137376,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2011,OUTER,1,2,447.5837983,700.6137376,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2011,OUTER,2,2,447.5837983,700.6137376,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2012,INNER,1,2,351.4495433,566.4740878,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2012,INNER,2,2,351.4495433,566.4740878,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2012,OUTER,1,2,351.4495433,566.4740878,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2012,OUTER,2,2,351.4495433,566.4740878,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2013,INNER,1,2,274.9416078,334.8811486,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2013,INNER,2,2,274.9416078,334.8811486,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2013,OUTER,1,2,274.9416078,334.8811486,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2013,OUTER,2,2,274.9416078,334.8811486,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2014,INNER,1,2,529.9736582,921.304048,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2014,INNER,2,2,529.9736582,921.304048,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2014,OUTER,1,2,529.9736582,921.304048,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2014,OUTER,2,2,529.9736582,921.304048,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2015,INNER,1,2,357.0123005,492.7034891,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2015,INNER,2,2,357.0123005,492.7034891,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2015,OUTER,1,2,357.0123005,492.7034891,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2015,OUTER,2,2,357.0123005,492.7034891,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2016,INNER,1,2,144.486783,170.4162292,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2016,INNER,2,2,144.486783,170.4162292,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2016,OUTER,1,2,144.486783,170.4162292,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2016,OUTER,2,2,144.486783,170.4162292,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2017,INNER,1,2,147.4663393,155.3132109,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2017,INNER,2,2,147.4663393,155.3132109,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2017,OUTER,1,2,147.4663393,155.3132109,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2017,OUTER,2,2,147.4663393,155.3132109,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2018,INNER,1,2,365.2959316,401.9355171,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2018,INNER,2,2,365.2959316,401.9355171,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2018,OUTER,1,2,365.2959316,401.9355171,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2018,OUTER,2,2,365.2959316,401.9355171,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2019,INNER,1,2,1109.093134,1447.81887,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2019,INNER,2,2,1109.093134,1447.81887,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2019,OUTER,1,2,1109.093134,1447.81887,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2019,OUTER,2,2,1109.093134,1447.81887,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2020,INNER,1,2,190.6135102,251.1140775,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2020,INNER,2,2,190.6135102,251.1140775,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2020,OUTER,1,2,190.6135102,251.1140775,True
giant_southeast,ANACAPA_MIDDLE_ISLE_W UCSB,2020,OUTER,2,2,190.6135102,251.1140775,True
giant_southeast,BUNKER_POINT VRG,2016,OUTER,1,2,590.9846366,590.9846366,False
giant_southeast,BUNKER_POINT VRG,2017,OUTER,1,2,257.8725873,257.8725873,False
giant_southeast,BUNKER_POINT VRG,2017,OUTER,2,2,257.8725873,257.8725873,False
giant_southeast,BUNKER_POINT VRG,2018,OUTER,1,2,1089.735352,1089.735352,False
giant_southeast,BUNKER_POINT VRG,2018,OUTER,2,2,1089.735352,1089.735352,False
giant_southeast,BUNKER_POINT VRG,2019,OUTER,1,2,1209.778046,1209.778046,False
giant_southeast,BUNKER_POINT VRG,2019,OUTER,2,2,1209.778046,1209.778046,False
giant_southeast,BUNKER_POINT VRG,2020,OUTER,1,2,104.2821676,104.2821676,False
giant_southeast,LONG_POINT_E VRG,2010,OUTER,1,2,2144.400479,2144.400479,False
giant_southeast,LONG_POINT_E VRG,2010,OUTER,2,2,2144.400479,2144.400479,False
giant_southeast,LONG_POINT_E VRG,2011,OUTER,1,2,3570.759032,3570.759032,False
giant_southeast,LONG_POINT_E VRG,2011,OUTER,2,2,3570.759032,3570.759032,False
giant_southeast,LONG_POINT_E VRG,2012,OUTER,1,2,2622.607538,2622.607538,False
giant_southeast,LONG_POINT_E VRG,2012,OUTER,2,2,2622.607538,2622.607538,False
giant_southeast,LONG_POINT_E VRG,2013,OUTER,2,2,842.2744989,842.2744989,False
giant_southeast,LONG_POINT_E VRG,2014,OUTER,1,2,2883.741327,2883.741327,False
giant_southeast,LONG_POINT_E VRG,2015,OUTER,1,2,1415.115427,1415.115427,False
giant_southeast,LONG_POINT_E VRG,2015,OUTER,2,2,1415.115427,1415.115427,False
giant_southeast,LONG_POINT_E VRG,2016,OUTER,1,2,3400.284937,3400.284937,False
