site_id,support_m,overlap_cluster,region_group,latitude,longitude,year,annual_area_m2,annual_complete,valid_quarters,selected_quarter,pre2005_footprint_pixels,positive_reference_years,p95_annual_area_pre2005,relative_canopy,next_year_area_m2,relative_drop_next,event,eligible,canopy_lag1,canopy_lag2,canopy_2yr_change,canopy_3yr_change,canopy_3yr_mean,canopy_3yr_std,canopy_3yr_slope,canopy_drop_from_3yr_max,context,latitude_field,longitude_field,kelp_target,purple_urchin_median,purple_threshold_fraction,active_grazing_proxy,depth_m,depth_mapped_fallback,rock_probability,mean_vrm,paper_temperature,paper_nitrate,paper_wave,paper_orbital,paper_npp,paper_spores,n_unique_transects,field_kelp_current_log1p,purple_urchin_log1p,log_vrm,field_prior_kelp_mean_log1p,field_prior_kelp_cv,post_mhw,grazer_era,post_mhw_x_purple,grazer_era_x_purple,post_mhw_x_temperature,grazer_era_x_temperature,post_mhw_x_active_grazing,grazer_era_x_active_grazing
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2010,11289.0,True,4,2,79,16,6134.450000000002,1.8402627782441776,2682.0,0.7624235981929312,1,True,1.2583035153925777,0.8178402301754841,1.0224225480686937,1.631931142971252,1.3054688412707467,0.5128405138770877,0.5112112740343469,0.0,giant_southeast,33.73922,-118.3879,137.25,129.0,0.5,0.12184432040669652,6.5,0,0.516933226,4.93e-05,0.0,0.079165575,0.43247850007711647,,7.633983651364616,6.942499645922565,4,4.929063640402444,4.867534450455582,4.929878479493957e-05,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2011,2682.0,True,4,2,79,16,6134.450000000002,0.4372030092347316,315.0,0.8825503355704698,1,True,1.8402627782441776,1.2583035153925777,-0.821100506157846,-0.3806372209407525,1.178589767623829,0.7049183570036425,-0.4105502530789229,0.7624235981929312,giant_southeast,33.73922,-118.3879,177.25,334.0,0.5,0.24639705161192008,7.1,0,0.516933226,4.93e-05,0.0,0.087219172,0.3992298337922009,,7.550673411801013,7.275784872108789,4,5.183187059294405,5.814130531825066,4.929878479493957e-05,4.929063640402444,,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2012,315.0,True,4,1,79,16,6134.450000000002,0.0513493467222,396.0,-0.2571428571428571,0,True,0.4372030092347316,1.8402627782441776,-1.788913431521978,-1.2069541686703775,0.7762717114003698,0.94142365859434,-0.8944567157609891,0.9720967313313846,giant_southeast,33.73922,-118.3879,80.0,292.5,0.75,0.39266098375945324,7.0,0,0.516933226,4.93e-05,3.044522437723423,0.041287798,0.3991691319797695,,7.364202490062826,6.750555600094428,4,4.394449154672439,5.681877639268151,4.929878479493957e-05,5.064176061024286,0.17986817963409796,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2013,396.0,True,4,3,79,16,6134.450000000002,0.0645534644507657,353.0,0.1085858585858585,0,True,0.0513493467222,0.4372030092347316,-0.3726495447839658,-1.775709313793412,0.1843686068025657,0.2190605246756483,-0.1863247723919829,0.8523489932885906,giant_southeast,33.73922,-118.3879,18.25,277.5,0.75,0.5550354867657498,6.0,0,0.516933226,4.93e-05,0.0,0.038839977,0.3684829126702011,,7.205374901264815,5.210563185747952,4,2.9575110607337933,5.629418059367339,4.929878479493957e-05,4.886582645426277,0.3717058225569632,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2014,353.0,True,4,2,79,16,6134.450000000002,0.0575438710886876,4316.0,-11.226628895184136,0,True,0.0645534644507657,0.0513493467222,0.0061945243664876,-0.3796591381460439,0.0578155607538844,0.0066062502755497,0.0030972621832438,0.1085858585858585,giant_southeast,33.73922,-118.3879,5.5,408.5,0.5,0.5793217912908384,5.25,0,0.516933226,4.93e-05,4.3694478524670215,-0.038957206,0.40579307098912565,,7.081102243493512,6.396455184672798,4,1.8718021769015913,6.014936903293124,4.929878479493957e-05,4.646192160511013,0.6713616547529855,1,0,6.014936903293124,0.0,4.3694478524670215,0.0,0.5793217912908384,0.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2015,4316.0,True,4,2,79,16,6134.450000000002,0.7035675569936993,9945.0,-1.3042168674698795,0,True,0.0575438710886876,0.0645534644507657,0.6390140925429336,0.6522182102714993,0.2752216308443842,0.3709750098541832,0.3195070462714667,0.0,giant_southeast,33.73922,-118.3879,153.16666666666666,4.0,0.0,0.06912620140210529,9.0,0,0.516933226,4.93e-05,4.634728988229636,-0.031892854,0.3952057712909039,,6.939429837548434,5.785001894040569,6,5.03803426828437,1.6094379124341003,4.929878479493957e-05,4.438525108579144,0.8872158578885494,1,0,1.6094379124341003,0.0,4.634728988229636,0.0,0.06912620140210529,0.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2016,9945.0,True,4,1,79,16,6134.450000000002,1.6211722322294575,13466.0,-0.3540472599296129,0,True,0.7035675569936993,0.0575438710886876,1.56362836114077,1.556618767778692,0.7940945534372815,0.7857351753324812,0.7818141805703849,0.0,giant_southeast,33.73922,-118.3879,311.8333333333333,3.5,0.0,0.06820185433891283,9.600000000000001,0,0.516933226,4.93e-05,3.9889840465642745,-0.021761927,0.4296906783178871,,7.406597806983599,6.7656520176676365,6,5.745670567358454,1.5040773967762742,4.929878479493957e-05,4.566804662611326,0.7580396436042448,1,0,1.5040773967762742,0.0,3.9889840465642745,0.0,0.06820185433891283,0.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2017,13466.0,True,4,2,79,16,6134.450000000002,2.195143818924272,11219.0,0.1668646962720927,0,True,1.6211722322294575,0.7035675569936993,1.491576261930572,2.137599947835584,1.506627869382476,0.7523564611164779,0.745788130965286,0.0,giant_southeast,33.73922,-118.3879,168.5,0.0,0.0,0.07824952535718492,9.0,0,0.516933226,4.93e-05,3.6109179126442243,-0.023388768,0.40382337186307393,,7.487370892135898,7.326285409446591,6,5.1328529268205045,0.0,4.929878479493957e-05,4.845592173102574,0.8329164028839897,1,0,0.0,0.0,3.6109179126442243,0.0,0.07824952535718492,0.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2018,11219.0,True,4,2,79,16,6134.450000000002,1.8288518123059112,12496.0,-0.1138247615652019,0,True,2.195143818924272,1.6211722322294575,0.2076795800764534,1.125284255312212,1.8817226211532132,0.2906154459149864,0.1038397900382268,0.1668646962720927,giant_southeast,33.73922,-118.3879,235.25,3.5,0.0,0.07135363199707306,6.25,0,0.516933226,4.93e-05,4.0943445622221,-0.028002307,0.39733961686859504,,7.3026631968819045,7.511850892597726,8,5.464890566373852,1.5040773967762742,4.929878479493957e-05,4.886346768552911,0.748801175183494,1,0,1.5040773967762742,0.0,4.0943445622221,0.0,0.07135363199707306,0.0
ABALONE_COVE_KELP_W VRG,300,s300_c001,Southern California,33.73922,-118.3879,2019,12496.0,True,4,3,79,16,6134.450000000002,2.037020433779719,17352.0,-0.3886043533930858,0,True,1.8288518123059112,2.195143818924272,-0.1581233851445525,0.4158482015502611,2.020338688336634,0.183714912300001,-0.0790616925722764,0.0720332689737116,giant_southeast,33.73922,-118.3879,231.875,1.0,0.0,0.25258217969992547,7.5,0,0.516933226,4.93e-05,3.6109179126442243,-0.008845062,0.4216691748810657,,7.564912037177078,7.4715588373821245,8,5.450501828921753,0.6931471805599453,4.929878479493957e-05,4.969813299576001,0.6878978785703609,1,1,0.6931471805599453,0.6931471805599453,3.6109179126442243,3.6109179126442243,0.25258217969992547,0.25258217969992547
